utterance_id,group_id,group_size,distance_z_score,intra_group_distance
4160_11549_000018_000000,set_0489da2e92f5,4,0.0,
4160_11549_000018_000001,set_fa96ad8f1834,50,-0.22980521619319916,0.10358858
4160_11549_000018_000002,set_fa96ad8f1834,50,0.38539937138557434,0.14386737
4160_11549_000019_000000,set_107b901eadd5,2,0.0,
4160_11549_000019_000001,set_fa96ad8f1834,50,-0.8699232935905457,0.061678648
4160_11549_000020_000001,set_6c24ac8186f2,24,0.6972084641456604,0.12955183
4160_11549_000020_000002,set_6c24ac8186f2,24,-0.651791512966156,0.06186378
4160_11549_000021_000001,set_f43c50380c3a,17,-0.6744999885559082,0.07711935
4160_11549_000021_000003,set_1864ae379984,4,0.0,
4160_11549_000021_000004,set_fa96ad8f1834,50,0.0039333016611635685,0.118891954
4160_11549_000023_000000,set_f43c50380c3a,17,-0.7265142202377319,0.072791815
4160_11549_000024_000000,set_6c24ac8186f2,24,-0.26304274797439575,0.08136982
4160_11549_000025_000000,set_0489da2e92f5,4,0.0,
4160_11549_000026_000000,set_62cc4eb7416e,3,0.0,
4160_11549_000026_000001,set_f43c50380c3a,17,0.0,0.13323712
4160_11549_000027_000003,set_f57a59a94f99,1,0.0,
4160_11549_000028_000000,set_f43c50380c3a,17,0.04582731053233147,0.13704991
4160_11549_000029_000001,set_6c24ac8186f2,24,0.027861017733812332,0.09596634
4160_11549_000031_000000,set_fa96ad8f1834,50,0.8354371190071106,0.17333233
4160_11549_000031_000002,set_6c24ac8186f2,24,-0.21166248619556427,0.0839479
4160_11549_000032_000001,set_98422983d639,39,3.4527900218963623,0.27249527
4160_11549_000033_000004,set_fa96ad8f1834,50,1.2515841722488403,0.20057839
4160_11549_000033_000006,set_3d6eb8349ea1,19,-0.24171966314315796,0.09976429
4160_11549_000033_000007,set_3d6eb8349ea1,19,0.0,0.11341226
4160_11549_000034_000000,set_fa96ad8f1834,50,0.3851408064365387,0.14385045
4160_11549_000035_000000,set_d7794f25abaf,4,0.0,
4160_11549_000035_000001,set_d7794f25abaf,4,0.0,
4160_11549_000036_000002,set_fa96ad8f1834,50,-0.6943399310112,0.07317448
4160_11549_000038_000000,set_f43c50380c3a,17,-0.5250697731971741,0.08955181
4160_11549_000038_000001,set_fa96ad8f1834,50,-0.7632903456687927,0.06866014
4160_11549_000039_000000,set_3d6eb8349ea1,19,-0.23764166235923767,0.09999454
4160_11549_000040_000000,set_c661793fdc64,1,0.0,
4160_11549_000040_000001,set_3d6eb8349ea1,19,2.0809857845306396,0.23090887
4160_11549_000040_000002,set_d798423b0169,1,0.0,
4160_11549_000041_000000,set_0489da2e92f5,4,0.0,
4160_11549_000041_000002,set_fa96ad8f1834,50,0.5440332889556885,0.15425348
4160_11549_000041_000003,set_976468e9bf34,16,4.7004170417785645,0.3319152
4160_11549_000041_000004,set_0489da2e92f5,4,0.0,
4160_11549_000041_000005,set_f43c50380c3a,17,1.7208396196365356,0.2764094
4160_11549_000041_000006,set_6c24ac8186f2,24,1.9427945613861084,0.19205093
4160_11549_000042_000001,set_1b8b862bbcc4,2,0.0,
4160_11549_000042_000002,set_fa96ad8f1834,50,0.9507205486297607,0.18088019
4160_11549_000042_000003,set_3d6eb8349ea1,19,-0.14260588586330414,0.10536045
4160_11549_000043_000000,set_fa96ad8f1834,50,-0.20888467133045197,0.104958296
4160_11549_000044_000000,set_6c24ac8186f2,24,1.3858094215393066,0.16410339
4160_11550_000002_000000,set_1864ae379984,4,0.0,
4160_11550_000003_000000,set_107b901eadd5,2,0.0,
4160_11550_000004_000001,set_fa96ad8f1834,50,0.06220042333006859,0.12270683
4160_11550_000007_000005,set_fa96ad8f1834,50,0.037287842482328415,0.12107575
4160_11550_000008_000000,set_38b3b814e507,3,0.0,
4160_11550_000008_000001,set_38b3b814e507,3,0.0,
4160_11550_000008_000002,set_f43c50380c3a,17,4.135217189788818,0.47728336
4160_11550_000009_000000,set_6c24ac8186f2,24,1.9755926132202148,0.19369662
4160_11550_000009_000003,set_d7794f25abaf,4,0.0,
4160_11550_000011_000000,set_fa96ad8f1834,50,-0.18343131244182587,0.10662478
4160_11550_000011_000002,set_3d6eb8349ea1,19,0.021463671699166298,0.11462414
4160_11550_000011_000003,set_fa96ad8f1834,50,-0.980557382106781,0.054435194
4160_11550_000011_000004,set_fa96ad8f1834,50,-1.0876563787460327,0.047423184
4160_11550_000011_000005,set_fa96ad8f1834,50,-1.1871119737625122,0.040911615
4160_11550_000011_000006,set_f43c50380c3a,17,-0.7523580193519592,0.07064164
4160_11550_000012_000001,set_6c24ac8186f2,24,-0.8928627967834473,0.049767673
4160_11550_000013_000001,set_fa96ad8f1834,50,-0.5755934119224548,0.08094907
4160_11550_000014_000000,set_976468e9bf34,16,-0.8144532442092896,0.071703315
4160_11550_000015_000000,set_f43c50380c3a,17,-0.4269903600215912,0.09771192
4160_11550_000016_000000,set_1864ae379984,4,0.0,
4160_11550_000018_000001,set_6c24ac8186f2,24,4.802315711975098,0.3355316
4160_11550_000019_000000,set_fa96ad8f1834,50,1.2768490314483643,0.20223254
4160_11550_000020_000000,set_fa96ad8f1834,50,-0.4408106207847595,0.089773595
4160_11550_000021_000000,set_6c24ac8186f2,24,-0.08595529198646545,0.09025544
4160_11550_000022_000000,set_976468e9bf34,16,1.8576627969741821,0.19778359
4160_11550_000023_000000,set_976468e9bf34,16,0.04408479481935501,0.1122123
4160_11550_000024_000000,set_62cc4eb7416e,3,0.0,
4160_11550_000024_000002,set_fa96ad8f1834,50,3.6501052379608154,0.35761482
4160_11550_000025_000000,set_3d6eb8349ea1,19,1.7544649839401245,0.21247286
4160_11550_000025_000002,set_98422983d639,39,0.28758472204208374,0.112038374
4160_11550_000026_000000,set_fa96ad8f1834,50,0.4477495551109314,0.14794958
4160_11550_000027_000000,set_62cc4eb7416e,3,0.0,
4160_11550_000028_000000,set_1864ae379984,4,0.0,
4160_11550_000028_000001,set_fa96ad8f1834,50,0.6940686106681824,0.16407663
4160_11550_000028_000002,set_98422983d639,39,0.05446181818842888,0.10022044
4160_11550_000029_000000,set_3d6eb8349ea1,19,-0.4546240568161011,0.08774328
4160_11550_000030_000001,set_98422983d639,39,5.280558109283447,0.36515212
4160_11550_000031_000000,set_fa96ad8f1834,50,0.35445913672447205,0.14184165
4160_11550_000031_000001,set_6c24ac8186f2,24,1.5268975496292114,0.17118269
4160_11550_000033_000000,set_98422983d639,39,1.156578779220581,0.15609115
4160_11550_000033_000002,set_98422983d639,39,0.957697868347168,0.14600909
4160_11550_000034_000000,set_fa96ad8f1834,50,-0.8932928442955017,0.060148597
4160_11550_000035_000000,set_98422983d639,39,-0.5487275123596191,0.069642365
4160_11550_000037_000000,set_fa96ad8f1834,50,-1.1923247575759888,0.04057032
4160_11550_000037_000001,set_6c24ac8186f2,24,-0.40980902314186096,0.074005604
4160_11550_000038_000000,set_fa96ad8f1834,50,-0.369514137506485,0.09444153
4160_11550_000038_000001,set_f43c50380c3a,17,0.5240181088447571,0.17683494
4160_11550_000038_000002,set_98422983d639,39,2.126936197280884,0.20528245
4160_11550_000039_000000,set_d58581daf8bb,2,0.0,
4160_11550_000039_000001,set_98422983d639,39,-0.1018078625202179,0.09229851
4160_11550_000040_000000,set_1b8b862bbcc4,2,0.0,
4160_11550_000041_000001,set_98422983d639,39,-0.6840919256210327,0.0627802
4160_11550_000042_000000,set_98422983d639,39,-0.209636852145195,0.086832225
4160_11550_000042_000001,set_f43c50380c3a,17,0.5092542767524719,0.17560661
4160_11550_000043_000000,set_59b328ff081b,3,0.0,
4160_11550_000043_000001,set_98422983d639,39,0.3695361316204071,0.11619282
4160_11550_000043_000002,set_6c24ac8186f2,24,1.061220407485962,0.14781666
4160_11550_000043_000003,set_98422983d639,39,-0.12912224233150482,0.09091383
4160_11550_000044_000000,set_976468e9bf34,16,-0.04408479481935501,0.108052135
4160_11550_000044_000002,set_976468e9bf34,16,-0.09936953336000443,0.1054436
4160_11550_000045_000001,set_6c24ac8186f2,24,-0.21440178155899048,0.08381045
4160_11550_000045_000004,set_976468e9bf34,16,-0.7128944396972656,0.07649523
4160_11550_000046_000001,set_98422983d639,39,1.3284027576446533,0.1648016
4160_11550_000047_000001,set_98422983d639,39,-0.3734150230884552,0.078529656
4160_11550_000047_000002,set_98422983d639,39,-0.6320133805274963,0.06542027
4160_11550_000047_000004,set_98422983d639,39,-1.0866143703460693,0.04237473
4160_11550_000048_000000,set_6c24ac8186f2,24,0.9455747604370117,0.14201397
4160_11550_000048_000002,set_fa96ad8f1834,50,-0.24867196381092072,0.102353334
4160_11550_000048_000004,set_fa96ad8f1834,50,-0.770869255065918,0.06816393
4160_11550_000049_000000,set_f43c50380c3a,17,-0.628951370716095,0.080908954
4160_11550_000049_000001,set_98422983d639,39,0.0,0.097459555
4160_11550_000049_000002,set_3d6eb8349ea1,19,-0.6495621204376221,0.07673669
4160_11550_000050_000000,set_fa96ad8f1834,50,-0.0039333016611635685,0.11837691
4160_11550_000050_000001,set_98422983d639,39,-0.11815580725669861,0.091469765
4160_14187_000005_000000,set_32a48e25e0a5,1,0.0,
4160_14187_000006_000000,set_f43c50380c3a,17,1.4879391193389893,0.25703228
4160_14187_000007_000000,set_98422983d639,39,-0.4768242835998535,0.07328743
4160_14187_000007_000002,set_fa96ad8f1834,50,-0.7076051235198975,0.07230598
4160_14187_000010_000000,set_976468e9bf34,16,2.7847394943237305,0.24152648
4160_14187_000011_000000,set_976468e9bf34,16,-0.6629772782325745,0.07885051
4160_14187_000012_000000,set_98422983d639,39,0.33611831068992615,0.114498734
4160_14187_000013_000000,set_3d6eb8349ea1,19,0.8243265748023987,0.15995538
4160_14187_000014_000000,set_976468e9bf34,16,-0.4249587953090668,0.090081096
4160_14187_000015_000000,set_59b328ff081b,3,0.0,
4160_14187_000015_000003,set_fa96ad8f1834,50,2.210315465927124,0.26334864
4160_14187_000015_000004,set_98422983d639,39,-0.9936143159866333,0.04708928
4160_14187_000015_000005,set_976468e9bf34,16,-0.8415688276290894,0.0704239
4160_14187_000015_000006,set_fa96ad8f1834,50,-0.6404672265052795,0.07670164
4160_14187_000016_000000,set_fa96ad8f1834,50,0.1700851321220398,0.12977028
4160_14187_000017_000001,set_3d6eb8349ea1,19,-0.8569802045822144,0.06502545
4160_14187_000018_000000,set_fa96ad8f1834,50,0.14789003133773804,0.12831712
4160_14187_000020_000000,set_98422983d639,39,2.033027410507202,0.20052183
4160_14187_000023_000000,set_fa96ad8f1834,50,-1.0440783500671387,0.05027634
4160_14187_000024_000001,set_976468e9bf34,16,0.6860226988792419,0.1425013
4160_14187_000026_000001,set_d7794f25abaf,4,0.0,
4160_14187_000027_000000,set_623ff13e9027,2,0.0,
4160_14187_000027_000001,set_6c24ac8186f2,24,-0.601678729057312,0.06437826
4160_14187_000027_000003,set_98422983d639,39,1.7599586248397827,0.18667889
4160_14187_000028_000000,set_98422983d639,39,0.27636316418647766,0.11146951
4160_14187_000029_000000,set_3d6eb8349ea1,19,0.6703776121139526,0.15126312
4160_14187_000029_000001,set_6c24ac8186f2,24,-0.027861017733812332,0.093170404
4160_14187_000029_000002,set_98422983d639,39,0.08668506145477295,0.10185397
4160_14187_000030_000000,set_38b3b814e507,3,0.0,
4160_14187_000032_000000,set_98422983d639,39,-0.6953781843185425,0.062208056
4160_14187_000035_000000,set_98422983d639,39,1.7433472871780396,0.18583679
4160_14187_000035_000001,set_98422983d639,39,-0.41724666953086853,0.076307654
4160_14187_000036_000000,set_98422983d639,39,-1.1991876363754272,0.036667943
4160_14187_000037_000000,set_98422983d639,39,-1.140671730041504,0.039634347
4160_14187_000038_000000,set_6c24ac8186f2,24,0.47605112195014954,0.11845493
4160_14187_000038_000002,set_3d6eb8349ea1,19,-1.0720160007476807,0.052884102
4160_14187_000038_000003,set_fa96ad8f1834,50,-1.037895917892456,0.050681114
4160_14187_000038_000004,set_623ff13e9027,2,0.0,
4160_14187_000039_000001,set_976468e9bf34,16,0.43420326709747314,0.13061953
4160_14187_000040_000000,set_98422983d639,39,0.6744999885559082,0.13165265
4160_14187_000041_000000,set_3d6eb8349ea1,19,0.6744999885559082,0.15149587
4160_14187_000042_000000,set_fa96ad8f1834,50,0.22413082420825958,0.13330877
4160_14187_000043_000000,set_976468e9bf34,16,-0.2610916793346405,0.09781295
4160_14187_000044_000000,set_f43c50380c3a,17,0.9932823777198792,0.2158773
4160_14187_000044_000001,set_59b328ff081b,3,0.0,
4160_14187_000045_000000,set_fa96ad8f1834,50,-0.30032879114151,0.09897125
4160_14187_000046_000000,set_fa96ad8f1834,50,-0.654931366443634,0.07575464
4160_14187_000046_000001,set_fa96ad8f1834,50,0.6401932239532471,0.16054928
4160_14187_000046_000002,set_3d6eb8349ea1,19,0.09978517144918442,0.11904633
4160_14187_000047_000000,set_d58581daf8bb,2,0.0,
4160_14187_000047_000001,set_98422983d639,39,-0.9703844785690308,0.048266888
4160_14187_000047_000002,set_98422983d639,39,-0.6498804688453674,0.06451452
4160_14187_000047_000003,set_6c24ac8186f2,24,-0.7353127598762512,0.057672977
4160_14187_000047_000004,set_6c24ac8186f2,24,-0.48241353034973145,0.07036257
4160_14187_000047_000006,set_f43c50380c3a,17,-0.5198084712028503,0.08998954
4160_14187_000047_000007,set_6c24ac8186f2,24,-0.2687220871448517,0.08108485
4160_14187_000049_000000,set_98422983d639,39,-0.8123452663421631,0.056278527
4160_14187_000050_000000,set_fa96ad8f1834,50,-0.9240272045135498,0.058136344
4160_14187_000052_000000,set_fa96ad8f1834,50,1.2830041646957397,0.20263553
4160_14187_000052_000001,set_fa96ad8f1834,50,-0.2937522232532501,0.09940183
4160_14187_000052_000002,set_3d6eb8349ea1,19,-0.902251124382019,0.062469363
4160_14187_000052_000003,set_98422983d639,39,-0.23667846620082855,0.08546138
4160_14187_000052_000004,set_f43c50380c3a,17,0.9933855533599854,0.21588588
4160_14187_000053_000000,set_98422983d639,39,0.5477880835533142,0.12522912
4160_14187_000054_000000,set_fa96ad8f1834,50,0.3049544394016266,0.13860047
4160_14187_000054_000002,set_6c24ac8186f2,24,3.2784461975097656,0.2590692
4160_14187_000055_000000,set_3d6eb8349ea1,19,-0.9355804324150085,0.060587525
4195_17507_000001_000000,set_afbdd6e01644,48,3.5994949340820312,0.3377887
4195_17507_000002_000000,set_afbdd6e01644,48,0.23571746051311493,0.13791156
4195_17507_000004_000000,set_e028a12454dd,32,0.9013338088989258,0.16303003
4195_17507_000005_000000,set_d99e7ef932bd,48,1.9206172227859497,0.28497356
4195_17507_000005_000001,set_224d8e0e8067,27,-0.4896763563156128,0.1079846
4195_17507_000005_000002,set_8650388fb4dc,26,0.35793980956077576,0.09919751
4195_17507_000006_000000,set_e028a12454dd,32,8.272377014160156,0.53216606
4195_17507_000007_000000,set_d99e7ef932bd,48,-0.477696031332016,0.11510944
4195_17507_000008_000001,set_224d8e0e8067,27,1.710375428199768,0.2701441
4195_17507_000010_000001,set_cc0082d8f293,11,0.0,0.2358445
4195_17507_000010_000002,set_224d8e0e8067,27,3.671018362045288,0.41465747
4195_17507_000011_000000,set_3b70f0b780ee,23,5.964031219482422,0.35098016
4195_17507_000012_000000,set_aceab6a9c93b,9,0.34479841589927673,0.14229536
4195_17507_000012_000001,set_d99e7ef932bd,48,0.7774238586425781,0.20400518
4195_17507_000013_000000,set_2716f2685524,20,2.0592987537384033,0.3428567
4195_17507_000014_000000,set_d99e7ef932bd,48,0.2282639592885971,0.16511011
4195_17507_000016_000000,set_d99e7ef932bd,48,-0.9333680868148804,0.08283579
4195_17507_000016_000001,set_afbdd6e01644,48,0.10352092236280441,0.13005638
4195_17507_000016_000002,set_3b70f0b780ee,23,-0.23125916719436646,0.074567795
4195_17507_000017_000000,set_f7fbed8b4c6a,33,0.36021688580513,0.15131623
4195_17507_000018_000001,set_afbdd6e01644,48,0.7820929884910583,0.17037743
4195_17507_000019_000000,set_afbdd6e01644,48,-0.8248681426048279,0.07489109
4195_17507_000020_000000,set_afbdd6e01644,48,-1.0265083312988281,0.06290954
4195_17507_000020_000001,set_afbdd6e01644,48,-0.5277199149131775,0.092547774
4195_17507_000021_000000,set_2716f2685524,20,-1.369800329208374,0.0850482
4195_17507_000022_000000,set_d99e7ef932bd,48,-0.9774337410926819,0.079714775
4195_17507_000023_000001,set_cc0082d8f293,11,0.4466659426689148,0.28738362
4195_17507_000023_000002,set_f7fbed8b4c6a,33,2.5920279026031494,0.29345715
4195_17507_000024_000000,set_e028a12454dd,32,3.671140193939209,0.30173975
4195_17507_000024_000001,set_2716f2685524,20,0.2807113528251648,0.20913792
4195_17507_000025_000000,set_afbdd6e01644,48,3.1013405323028564,0.30818814
4195_17507_000026_000001,set_4740542d042e,21,0.674500048160553,0.09415704
4195_17507_000028_000001,set_f7fbed8b4c6a,33,-0.7313797473907471,0.081793964
4195_17507_000028_000002,set_224d8e0e8067,27,1.216930627822876,0.23377371
4195_17507_000028_000003,set_0395eec9d2f1,8,-0.7147327065467834,0.12229788
4195_17507_000030_000000,set_2716f2685524,20,0.4928658902645111,0.22508824
4195_17507_000030_000001,set_0395eec9d2f1,8,-0.6829334497451782,0.12519193
4195_17507_000030_000002,set_f7fbed8b4c6a,33,1.0401318073272705,0.19461906
4195_17507_000031_000000,set_e028a12454dd,32,0.01783823035657406,0.11878526
4195_17507_000031_000001,set_35144d13f4a8,2,0.0,
4195_17507_000032_000000,set_8650388fb4dc,26,-0.580946683883667,0.061148286
4195_17507_000034_000001,set_f7fbed8b4c6a,33,0.1420145332813263,0.13741922
4195_17507_000034_000002,set_afbdd6e01644,48,-0.008748034946620464,0.12338531
4195_17507_000034_000003,set_d99e7ef932bd,48,-0.9837420582771301,0.07926798
4195_17507_000035_000000,set_8650388fb4dc,26,0.024821601808071136,0.08569759
4195_17507_000036_000000,set_f7fbed8b4c6a,33,1.6391282081604004,0.2327683
4195_17507_000036_000002,set_e028a12454dd,32,0.040750909596681595,0.11993271
4195_17507_000036_000003,set_afbdd6e01644,48,0.1098143681883812,0.13043034
4195_17507_000037_000000,set_f7fbed8b4c6a,33,0.6744999885559082,0.17133248
4195_17507_000037_000001,set_e028a12454dd,32,0.11277154088020325,0.12353945
4195_17507_000038_000004,set_afbdd6e01644,48,-0.783149242401123,0.07737005
4195_17507_000039_000000,set_3b70f0b780ee,23,0.3270348012447357,0.09947693
4195_17507_000040_000001,set_8650388fb4dc,26,-0.6279175281524658,0.059244752
4195_17507_000043_000001,set_f7fbed8b4c6a,33,-1.0184345245361328,0.06351185
4195_17507_000043_000003,set_d99e7ef932bd,48,-0.7285335659980774,0.097343504
4195_17507_000044_000000,set_d99e7ef932bd,48,-0.9419915080070496,0.082225025
4195_17507_000044_000001,set_f7fbed8b4c6a,33,-0.7574373483657837,0.08013439
4195_17507_000045_000000,set_afbdd6e01644,48,-1.0150108337402344,0.06359273
4195_17507_000046_000000,set_afbdd6e01644,48,-1.029380202293396,0.062738895
4195_17507_000047_000000,set_f7fbed8b4c6a,33,-0.7499569058418274,0.08061081
4195_17507_000048_000000,set_f7fbed8b4c6a,33,0.7726780772209167,0.1775853
4195_17507_000051_000000,set_afbdd6e01644,48,0.008748034946620464,0.124424934
4195_17507_000052_000000,set_d99e7ef932bd,48,3.3805363178253174,0.3883745
4195_17507_000053_000000,set_f7fbed8b4c6a,33,-0.8324403762817383,0.07535756
4195_17507_000055_000000,set_224d8e0e8067,27,0.41367360949516296,0.17456794
4195_17507_000055_000001,set_224d8e0e8067,27,0.32059425115585327,0.16770732
4195_17507_000056_000000,set_d99e7ef932bd,48,1.5114935636520386,0.25599676
4195_17507_000057_000000,set_2716f2685524,20,-0.8580154180526733,0.1235255
4195_17507_000058_000000,set_afbdd6e01644,48,1.430363416671753,0.20889795
4195_17507_000058_000001,set_f7fbed8b4c6a,33,0.15069010853767395,0.13797176
4195_17507_000058_000002,set_f7fbed8b4c6a,33,0.32547903060913086,0.14910382
4195_17507_000062_000000,set_aceab6a9c93b,9,1.0484124422073364,0.17667282
4195_17507_000064_000000,set_d99e7ef932bd,48,-0.32308822870254517,0.12605977
4195_17507_000065_000001,set_d99e7ef932bd,48,-0.8009656071662903,0.09221339
4195_17507_000067_000000,set_e028a12454dd,32,-0.3770844340324402,0.099007845
4195_17507_000068_000000,set_afbdd6e01644,48,-1.053140640258789,0.06132704
4195_17507_000069_000000,set_afbdd6e01644,48,-0.6871806979179382,0.08307254
4195_17507_000070_000000,set_224d8e0e8067,27,-0.9198435544967651,0.07627821
4195_17507_000072_000000,set_afbdd6e01644,48,0.2277699112892151,0.13743931
4195_186236_000001_000000,set_f7fbed8b4c6a,33,1.468851089477539,0.22192359
4195_186236_000003_000000,set_4740542d042e,21,0.5900675654411316,0.09258878
4195_186236_000003_000002,set_8650388fb4dc,26,-0.4463983476161957,0.06660098
4195_186236_000003_000003,set_8650388fb4dc,26,-0.10602478682994843,0.08039492
4195_186236_000004_000000,set_e028a12454dd,32,0.9171922206878662,0.1638242
4195_186236_000004_000002,set_3b70f0b780ee,23,0.0,0.084885776
4195_186236_000004_000004,set_e028a12454dd,32,-1.1188609600067139,0.061860263
4195_186236_000004_000005,set_3b70f0b780ee,23,-0.9941630959510803,0.04052967
4195_186236_000006_000001,set_8650388fb4dc,26,-0.7210824489593506,0.055469155
4195_186236_000007_000002,set_224d8e0e8067,27,0.7092549204826355,0.19635439
4195_186236_000007_000003,set_3b70f0b780ee,23,-0.6537502408027649,0.055717707
4195_186236_000008_000000,set_4740542d042e,21,2.5855655670166016,0.1296534
4195_186236_000009_000000,set_4740542d042e,21,2.680802822113037,0.13142234
4195_186236_000009_000001,set_e028a12454dd,32,0.5173170566558838,0.14379877
4195_186236_000010_000000,set_d99e7ef932bd,48,-0.44594573974609375,0.11735821
4195_186236_000011_000000,set_aceab6a9c93b,9,0.9957326650619507,0.17409897
4195_186236_000011_000001,set_3b70f0b780ee,23,1.9831013679504395,0.17336488
4195_186236_000012_000000,set_4740542d042e,21,11.280139923095703,0.2911474
4195_186236_000012_000001,set_1aaee907140d,4,0.0,
4195_186236_000013_000000,set_e028a12454dd,32,0.018347641453146935,0.11881077
4195_186236_000014_000000,set_e028a12454dd,32,2.66276216506958,0.25124097
4195_186236_000015_000001,set_d99e7ef932bd,48,-0.5343085527420044,0.11109978
4195_186236_000016_000000,set_3b70f0b780ee,23,1.9877744913101196,0.17357337
4195_186236_000016_000001,set_3b70f0b780ee,23,-0.44066113233566284,0.065225005
4195_186236_000017_000000,set_3b70f0b780ee,23,-0.813216507434845,0.04860288
4195_186236_000018_000000,set_3b70f0b780ee,23,2.1678929328918457,0.18160963
4195_186236_000019_000000,set_224d8e0e8067,27,0.8142589330673218,0.20409393
4195_186236_000019_000001,set_d99e7ef932bd,48,0.32042303681373596,0.17163742
4195_186236_000019_000004,set_afbdd6e01644,48,0.8554948568344116,0.174739
4195_186236_000020_000000,set_3b70f0b780ee,23,0.3879532814025879,0.102194905
4195_186236_000021_000000,set_4740542d042e,21,2.2709760665893555,0.12381017
4195_186236_000022_000000,set_8650388fb4dc,26,6.253683567047119,0.33812785
4195_186236_000023_000000,set_4740542d042e,21,7.769728660583496,0.22594464
4195_186236_000024_000001,set_afbdd6e01644,48,-0.46482551097869873,0.096284986
4195_186236_000025_000000,set_2716f2685524,20,-0.8593750596046448,0.12342328
4195_186236_000026_000001,set_afbdd6e01644,48,-0.3132029175758362,0.105294466
4195_186236_000027_000000,set_aceab6a9c93b,9,-0.051513466984033585,0.122932196
4195_186236_000027_000001,set_e028a12454dd,32,3.27880859375,0.2820921
4195_186236_000028_000000,set_90b3e3ec1367,4,0.0,
4195_186236_000028_000001,set_d99e7ef932bd,48,0.6633161306381226,0.19592333
4195_186236_000029_000000,set_e028a12454dd,32,-0.39230838418006897,0.09824544
4195_186236_000029_000001,set_d99e7ef932bd,48,1.7053760290145874,0.26972878
4195_186236_000030_000000,set_afbdd6e01644,48,0.7492063641548157,0.1684233
4195_186236_000030_000001,set_3b70f0b780ee,23,3.2709383964538574,0.2308237
4195_186236_000031_000000,set_224d8e0e8067,27,0.7909029722213745,0.20237243
4195_186236_000031_000001,set_2716f2685524,20,-0.2929323613643646,0.1660099
4195_186236_000031_000002,set_d2a1c6083894,2,0.0,
4195_186236_000032_000000,set_1aaee907140d,4,0.0,
4195_186236_000033_000001,set_aceab6a9c93b,9,0.0,0.12544906
4195_186236_000034_000000,set_8650388fb4dc,26,-0.2409452199935913,0.07492715
4195_186236_000035_000000,set_3b70f0b780ee,23,-0.698127269744873,0.05373776
4195_186236_000035_000002,set_0395eec9d2f1,8,-0.4216237962245941,0.1489737
4195_186236_000035_000003,set_f7fbed8b4c6a,33,-0.7483190894126892,0.08071512
4195_186236_000036_000000,set_aceab6a9c93b,9,1.3665684461593628,0.19221741
4195_186236_000037_000000,set_d99e7ef932bd,48,-0.619880735874176,0.105039
4195_186236_000038_000000,set_90b3e3ec1367,4,0.0,
4195_186236_000038_000001,set_d2a1c6083894,2,0.0,
4195_186236_000038_000002,set_afbdd6e01644,48,-0.13804160058498383,0.11570263
4195_186236_000038_000003,set_f7fbed8b4c6a,33,-0.06718748062849045,0.12409544
4195_186236_000038_000004,set_afbdd6e01644,48,0.48963621258735657,0.15299952
4195_186236_000039_000000,set_d6be6a90150f,2,0.0,
4195_186236_000039_000001,set_cc0082d8f293,11,-0.2593120336532593,0.20592344
4195_186236_000041_000000,set_8650388fb4dc,26,-0.024821601808071136,0.083685756
4195_186236_000042_000000,set_8650388fb4dc,26,-1.014973521232605,0.043558955
4195_186236_000042_000001,set_8650388fb4dc,26,1.1724072694778442,0.13220453
4195_186236_000043_000001,set_d99e7ef932bd,48,0.14096401631832123,0.15892696
4195_186236_000044_000000,set_d99e7ef932bd,48,-0.6856838464736938,0.100378394
4195_186236_000045_000000,set_cc0082d8f293,11,-0.7043647170066833,0.15457046
4195_186236_000046_000000,set_8650388fb4dc,26,4.024209499359131,0.24777639
4195_186236_000047_000000,set_afbdd6e01644,48,-0.7519959807395935,0.07922119
4195_186236_000047_000001,set_d99e7ef932bd,48,-0.27219247817993164,0.12966454
4195_186236_000048_000000,set_d99e7ef932bd,48,0.9144759178161621,0.2137121
4195_186236_000049_000000,set_cc0082d8f293,11,5.382826328277588,0.85694885
4195_186236_000050_000000,set_5c3f29790aa5,4,0.0,
4195_186236_000052_000000,set_f7fbed8b4c6a,33,1.1820611953735352,0.20365834
4195_186236_000052_000001,set_d99e7ef932bd,48,-0.11516182869672775,0.14078647
4195_186237_000004_000000,set_5c3f29790aa5,4,0.0,
4195_186237_000005_000000,set_35144d13f4a8,2,0.0,
4195_186237_000007_000000,set_4740542d042e,21,-0.32480379939079285,0.075595856
4195_186237_000007_000001,set_3b70f0b780ee,23,-0.11893801391124725,0.079579175
4195_186237_000008_000000,set_3b70f0b780ee,23,-0.8581946492195129,0.04659611
4195_186237_000009_000000,set_f7fbed8b4c6a,33,-0.18978537619113922,0.11628735
4195_186237_000010_000000,set_4740542d042e,21,-0.4816124141216278,0.072683275
4195_186237_000010_000001,set_3b70f0b780ee,23,-0.032867930829524994,0.08341932
4195_186237_000010_000002,set_0395eec9d2f1,8,0.5286679267883301,0.23545969
4195_186237_000010_000003,set_4740542d042e,21,0.669619083404541,0.09406638
4195_186237_000013_000001,set_1aaee907140d,4,0.0,
4195_186237_000014_000000,set_224d8e0e8067,27,-0.6278284788131714,0.097801805
4195_186237_000015_000000,set_224d8e0e8067,27,1.2901653051376343,0.23917162
4195_186237_000016_000000,set_afbdd6e01644,48,0.12907490134239197,0.13157481
4195_186237_000016_000001,set_224d8e0e8067,27,-0.6729732155799866,0.094474316
4195_186237_000017_000000,set_3b70f0b780ee,23,0.6380049586296082,0.113351345
4195_186237_000017_000002,set_224d8e0e8067,27,-0.50677889585495,0.106724024
